LINF_000007400	coding	Right handed beta helix region/Periplasmic copper-binding protein (NosD), putative	LinJ01_20070420_V3	66689	69076	-
LINF_000007500	coding	Calmodulin-binding, putative	LinJ01_20070420_V3	70546	71391	-
LINF_000007600	coding	thioredoxin, putative	LinJ01_20070420_V3	72749	73072	-
LINF_000007700	coding	pseudouridylate synthase-like protein	LinJ01_20070420_V3	74551	75792	-
LINF_000007800	coding	Cytochrome c oxidase biogenesis protein Cmc1 like, putative	LinJ01_20070420_V3	76636	77154	-
LINF_000007900	coding	4F5 protein family, putative	LinJ01_20070420_V3	78065	78244	-
LINF_000008000:pseudogene	pseudogene	acidocalcisomal exopolyphosphatase, putative	LinJ01_20070420_V3	78810	79977	-
LINF_000008100	coding	hypothetical protein, conserved	LinJ01_20070420_V3	80337	80768	-
LINF_000008200	coding	poly(A) export protein, putative	LinJ01_20070420_V3	81738	82661	+
LINF_000008300	coding	hypothetical protein, conserved	LinJ01_20070420_V3	83110	83742	+
LINF_000008400	coding	Uncharacterised protein family (UPF0041), putative	LinJ01_20070420_V3	84322	84615	+
LINF_000008500	coding	hypothetical protein, conserved	LinJ01_20070420_V3	85702	86478	+
LINF_000008600	coding	hypothetical protein, conserved	LinJ01_20070420_V3	88136	90382	+
LINF_000008700	coding	hypothetical protein, conserved	LinJ01_20070420_V3	91221	91790	+
LINF_000008800	coding	Protein of unknown function (DUF788), putative	LinJ01_20070420_V3	92423	92989	+
LINF_000008900	coding	Dyggve-Melchior-Clausen syndrome protein, putative	LinJ01_20070420_V3	93857	96307	+
LINF_000009000:pseudogene	pseudogene	hypothetical protein, conserved	LinJ01_20070420_V3	97203	99669	+
LINF_000009100	coding	hypothetical protein, conserved	LinJ01_20070420_V3	100533	102239	+
LINF_000009200	coding	ribosomal protein S7, putative	LinJ01_20070420_V3	102866	103468	+
LINF_000009300	coding	ribosomal protein S7, putative	LinJ01_20070420_V3	104658	105260	+
LINF_000009400	coding	Zinc finger, C3HC4 type (RING finger)/Ring finger domain/Zn-finger in ubiquitin-hydrolases and other protein, putative	LinJ01_20070420_V3	106132	108366	+
LINF_000009500	coding	Sugar-tranasporters, 12 TM, putative	LinJ01_20070420_V3	109695	111461	+
LINF_000009600	coding	nicotinamidase, putative	LinJ01_20070420_V3	113386	114042	+
LINF_000009700	coding	conserved protein	LinJ01_20070420_V3	116100	120734	+
LINF_000009800	coding	long-chain-fatty-acid-CoA ligase, putative	LinJ01_20070420_V3	124864	126954	+
LINF_000009900	coding	beta eliminating lyase,putative	LinJ01_20070420_V3	127785	128864	+
LINF_000010000	coding	long-chain-fatty-acid-CoA ligase, putative	LinJ01_20070420_V3	130604	132700	+
LINF_000010100	coding	long-chain-fatty-acid-CoA ligase, putative	LinJ01_20070420_V3	133815	135938	+
LINF_000010200:pseudogene	pseudogene	fatty acyl CoA synthetase 2, putative	LinJ01_20070420_V3	139281	139894	+
LINF_000010300	coding	long-chain-fatty-acid-CoA ligase, putative	LinJ01_20070420_V3	140445	142592	+
LINF_000010400	coding	long-chain-fatty-acid-CoA ligase, putative	LinJ01_20070420_V3	146216	151360	+
LINF_000010500	coding	hypothetical protein, conserved	LinJ01_20070420_V3	152070	154115	+
LINF_000010600	coding	hypothetical protein, conserved	LinJ01_20070420_V3	155577	156440	+
LINF_000010700	coding	pre-mRNA processing factor 3 (PRP3)/Protein of unknown function (DUF1115), putative	LinJ01_20070420_V3	157751	159619	+
LINF_000010800	coding	tricarboxylate carrier, putative	LinJ01_20070420_V3	160233	161213	+
LINF_000010900	coding	hypothetical protein, conserved	LinJ01_20070420_V3	161906	164800	+
LINF_000011000	coding	KREL1	LinJ01_20070420_V3	165820	167094	+
LINF_000011100	coding	Rab-GTPase-TBC domain containing protein, putative	LinJ01_20070420_V3	168159	173612	+
LINF_000011200	coding	DNA-damage inducible protein DDI1-like protein	LinJ01_20070420_V3	174594	175325	+
LINF_000011300:pseudogene	pseudogene	hypothetical protein, conserved	LinJ01_20070420_V3	175954	177725	+
LINF_000011400	coding	hypothetical protein, conserved	LinJ01_20070420_V3	180073	182196	+
LINF_000011500	coding	HSP70-like protein	LinJ01_20070420_V3	183768	187100	+
LINF_000011600	coding	metallo-peptidase, Clan ME, Family M16	LinJ01_20070420_V3	188056	189540	+
LINF_000011700	coding	hypothetical protein, conserved	LinJ01_20070420_V3	190934	195430	+
LINF_000011800	coding	hypothetical protein, conserved	LinJ01_20070420_V3	196424	197332	+
LINF_000011900:pseudogene	pseudogene	hypothetical protein, conserved	LinJ01_20070420_V3	201445	203862	+
LINF_000012000	coding	PLAC8 family, putative	LinJ01_20070420_V3	205762	206463	+
LINF_000012100	coding	PLAC8 family, putative	LinJ01_20070420_V3	209403	210464	+
LINF_000012200	coding	ubiquitin activating enzyme, putative	LinJ01_20070420_V3	212761	214380	+
LINF_000012300	coding	hypothetical protein, conserved	LinJ01_20070420_V3	215011	219843	+
LINF_000012400	coding	Meckel syndrome type 6 protein, putative	LinJ01_20070420_V3	221069	227857	+
LINF_000012500	coding	hypothetical protein, conserved	LinJ01_20070420_V3	228641	230905	+
LINF_000012600	coding	protein kinase, putative	LinJ01_20070420_V3	232437	236684	+
LINF_000012700	coding	hypothetical protein, conserved	LinJ01_20070420_V3	237685	238281	+
LINF_000012800	coding	eukaryotic initiation factor 4a, putative	LinJ01_20070420_V3	239135	240346	+
LINF_000012900	coding	eukaryotic initiation factor 4a, putative	LinJ01_20070420_V3	242422	243633	+
LINF_000013000	coding	hypothetical protein, conserved	LinJ01_20070420_V3	245777	247369	+
LINF_000013100:pseudogene	pseudogene	hypothetical protein, conserved	LinJ01_20070420_V3	249433	250953	+
LINF_000013200	coding	calcium/potassium channel (CAKC), putative	LinJ01_20070420_V3	252401	255454	+
LINF_000013300	coding	potassium channel subunit-like protein	LinJ01_20070420_V3	256639	260523	+
LINF_000013400	coding	Peptidase family M3, putative	LinJ01_20070420_V3	263293	264162	+
LINF_000013500	coding	Cytochrome b5-like Heme/Steroid binding domain containing protein, putative	LinJ02_20070420_V3	7567	8223	-
LINF_000013600	coding	hypothetical protein	LinJ02_20070420_V3	8870	9448	-
LINF_000013700	coding	hypothetical protein	LinJ02_20070420_V3	10065	11258	-
LINF_000013800	coding	hypothetical protein	LinJ02_20070420_V3	13341	16403	-
LINF_000013900	coding	hypothetical protein	LinJ02_20070420_V3	20170	21234	-
LINF_000014000	coding	hypothetical protein, conserved	LinJ02_20070420_V3	23929	26856	-
LINF_000014100	coding	Exportin 1-like protein, putative	LinJ02_20070420_V3	28938	32438	-
LINF_000014200	coding	Phosphatidylinositol 3- and 4-kinase, putative	LinJ02_20070420_V3	34256	48976	-
LINF_000014300	coding	Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11), putative	LinJ02_20070420_V3	50526	51245	-
LINF_000014400	coding	Zinc finger, C3HC4 type (RING finger) containing protein, putative	LinJ02_20070420_V3	52145	53980	-
LINF_000014500	coding	Ankyrin repeats (3 copies), putative	LinJ02_20070420_V3	54091	54831	-
LINF_000014600	coding	Vps51/Vps67, putative	LinJ02_20070420_V3	56125	62037	-
LINF_000014700	coding	hypothetical protein, conserved	LinJ02_20070420_V3	69114	71567	-
LINF_000014800	coding	hypothetical protein, conserved	LinJ02_20070420_V3	75752	78184	-
LINF_000014900	coding	hypothetical protein, conserved	LinJ02_20070420_V3	80368	82332	-
LINF_000015000	coding	hypothetical protein, conserved	LinJ02_20070420_V3	89047	91584	-
LINF_000015100	coding	hypothetical protein, conserved	LinJ02_20070420_V3	93802	96393	-
LINF_000015200	coding	hypothetical protein, conserved	LinJ02_20070420_V3	100008	102350	-
LINF_000015300	coding	hypothetical protein, conserved	LinJ02_20070420_V3	103826	106807	-
LINF_000015400	coding	Glycosyltransferase (GlcNAc), putative	LinJ02_20070420_V3	109013	112042	-
LINF_000015500	coding	hypothetical protein	LinJ02_20070420_V3	113388	116702	-
LINF_000015600	coding	ADP-ribosylation factor family/Ras of Complex, Roc, domain of DAPkinase/Gtr1/RagA G protein conserved region/Ras family, putative	LinJ02_20070420_V3	118320	119144	-
LINF_000015700	coding	hypothetical protein	LinJ02_20070420_V3	122950	123459	-
LINF_000015800	coding	Protein kinase domain/Protein tyrosine kinase/Kinase-like, putative	LinJ02_20070420_V3	124343	125935	-
LINF_000015900	coding	ABC-2 family transporter protein, putative	LinJ02_20070420_V3	134912	138655	-
LINF_000016000	coding	Soluble NSF attachment protein, SNAP, putative	LinJ02_20070420_V3	142493	144565	-
LINF_000016100	coding	3' exoribonuclease family, domain 1, putative	LinJ02_20070420_V3	145717	146691	-
LINF_000016200	coding	Glycosyltransferase family 10 (fucosyltransferase) C-term, putative	LinJ02_20070420_V3	147363	151547	-
LINF_000016300	coding	hypothetical protein	LinJ02_20070420_V3	157299	160484	-
LINF_000016400	coding	Protein kinase domain/Protein tyrosine kinase, putative	LinJ02_20070420_V3	162245	163390	-
LINF_000016500	coding	PCI domain containing protein, putative	LinJ02_20070420_V3	164975	166564	-
LINF_000016600	coding	FtsJ-like methyltransferase, putative	LinJ02_20070420_V3	167624	168997	-
LINF_000016700	coding	Ubiquitin-conjugating enzyme, putative	LinJ02_20070420_V3	170319	170990	-
LINF_000016800	coding	hypothetical protein	LinJ02_20070420_V3	172212	175292	-
LINF_000016900	coding	hypothetical protein	LinJ02_20070420_V3	177967	181026	-
LINF_000017000	coding	hypothetical protein	LinJ02_20070420_V3	184889	186001	-
LINF_000017100	coding	Transmembrane amino acid transporter protein, putative	LinJ02_20070420_V3	188528	189328	-
LINF_000017200	coding	Transmembrane amino acid transporter protein, putative	LinJ02_20070420_V3	189416	189769	-
LINF_000017300	coding	hypothetical protein	LinJ02_20070420_V3	189824	190300	-
LINF_000017400	coding	hypothetical protein, conserved	LinJ02_20070420_V3	192195	193028	-
LINF_000017500	coding	hypothetical protein, conserved	LinJ02_20070420_V3	197169	198044	-
LINF_000017600	coding	hypothetical protein	LinJ02_20070420_V3	199268	210019	-
LINF_000017700	coding	hypothetical protein	LinJ02_20070420_V3	211681	212286	-
LINF_000017800	coding	hypothetical protein	LinJ02_20070420_V3	213133	216510	-
LINF_000017900	coding	Glycerate kinase family, putative	LinJ02_20070420_V3	217223	220072	-
LINF_000018000	coding	hypothetical protein	LinJ02_20070420_V3	223541	229816	-
LINF_000018100	non_coding	tRNA	LinJ02_20070420_V3	224776	224867	+
LINF_000018200	coding	hypothetical protein	LinJ02_20070420_V3	236135	238726	-
LINF_000018300	coding	hypothetical protein	LinJ02_20070420_V3	240127	241614	-
LINF_000018400	coding	hypothetical protein, conserved	LinJ02_20070420_V3	243474	243965	-
LINF_000018500	coding	hypothetical protein	LinJ02_20070420_V3	245065	247608	-
LINF_000018600	coding	Protein tyrosine kinase/Protein kinase domain containing protein, putative	LinJ02_20070420_V3	251114	255004	-
LINF_000018700	coding	hypothetical protein	LinJ02_20070420_V3	267487	271353	+
LINF_000018800	coding	hypothetical protein	LinJ02_20070420_V3	271398	273623	+
LINF_000018900	coding	hypothetical protein	LinJ02_20070420_V3	273715	278292	+
LINF_000019000	coding	hypothetical protein	LinJ02_20070420_V3	278444	278851	+
LINF_000019100	coding	Tetratricopeptide repeat, putative	LinJ02_20070420_V3	279627	281201	+
LINF_000019200	coding	ARP2/3 complex 20 kDa subunit (ARPC4), putative	LinJ02_20070420_V3	282252	282884	+
LINF_000019300	coding	hypothetical protein	LinJ02_20070420_V3	284456	285421	+
LINF_000019400	coding	hypothetical protein, conserved	LinJ02_20070420_V3	289346	291325	+
LINF_000019500	coding	hypothetical protein, conserved	LinJ02_20070420_V3	292819	297063	+
LINF_000019600	coding	Nop14-like family, putative	LinJ02_20070420_V3	299447	302179	+
LINF_000019700	coding	Mitochondrial carrier protein, putative	LinJ02_20070420_V3	303076	304017	+
LINF_000019800	coding	hypothetical protein, conserved	LinJ02_20070420_V3	306057	306635	+
LINF_000019900	coding	hypothetical protein, conserved	LinJ02_20070420_V3	307572	308936	+
LINF_000020000	coding	hypothetical protein, conserved	LinJ02_20070420_V3	309722	312532	+
LINF_000020100	coding	ATPase family associated with various cellular activities (AAA)/AAA domain (Cdc48 subfamily)/AAA domain (dynein-related subfamily)/C-terminal, D2-small domain, of ClpB protein, putative	LinJ02_20070420_V3	314251	316704	+
LINF_000020200	coding	metallo-peptidase, Clan MA(E), Family M3	LinJ02_20070420_V3	322597	324633	+
LINF_000020300	coding	hypothetical protein, conserved	LinJ02_20070420_V3	327153	328181	+
LINF_000020400	coding	hypothetical protein, conserved	LinJ02_20070420_V3	329521	330955	+
LINF_000020500	coding	hypothetical protein, conserved	LinJ02_20070420_V3	331736	333100	+
LINF_000020600	coding	hypothetical protein, conserved	LinJ03_20070420_V3	2	1394	+
LINF_000020700	coding	hypothetical protein, conserved	LinJ03_20070420_V3	3685	6714	-
LINF_000020800	coding	hypothetical protein	LinJ03_20070420_V3	7996	8802	+
LINF_000020900	coding	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain/D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain/NAD binding domain of 6-phosphogluconate dehydrogenase, putative	LinJ03_20070420_V3	9532	10755	+
LINF_000021000	coding	Aminotransferase class-V, putative	LinJ03_20070420_V3	11694	12839	+
LINF_000021100	coding	Met-10+ like-protein, putative	LinJ03_20070420_V3	15820	16992	+
LINF_000021200	coding	hypothetical protein	LinJ03_20070420_V3	17843	20344	+
LINF_000021300	coding	Acyltransferase, putative	LinJ03_20070420_V3	20807	22960	+
LINF_000021400	coding	Eukaryotic and archaeal DNA primase, large subunit, putative	LinJ03_20070420_V3	24215	25918	+
LINF_000021500	coding	Cytochrome c oxidase assembly protein CtaG/Cox11, putative	LinJ03_20070420_V3	27111	27872	+
LINF_000021600	coding	hypothetical protein	LinJ03_20070420_V3	29175	31442	+
LINF_000021700	coding	hypothetical protein, conserved	LinJ03_20070420_V3	32599	35376	+
LINF_000021800	coding	Acetyltransferase (GNAT) family/Acetyltransferase (GNAT) domain containing protein, putative	LinJ03_20070420_V3	36322	36870	+
LINF_000021900	coding	hypothetical protein	LinJ03_20070420_V3	37746	38165	+
LINF_000022000	coding	hypothetical protein	LinJ03_20070420_V3	39403	40338	+
LINF_000022100	coding	ABC transporter, putative	LinJ03_20070420_V3	41209	43383	+
LINF_000022200	coding	hypothetical protein	LinJ03_20070420_V3	44372	44947	+
LINF_000022300	coding	zinc-finger of acetyl-transferase ESCO, putative	LinJ03_20070420_V3	45546	47420	+
LINF_000022400	coding	Zinc finger C-x8-C-x5-C-x3-H type (and similar)/RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative	LinJ03_20070420_V3	48323	48955	+
LINF_000022500	coding	Aldehyde dehydrogenase family, putative	LinJ03_20070420_V3	50498	52180	+
LINF_000022600	coding	Protein kinase domain/Protein tyrosine kinase, putative	LinJ03_20070420_V3	53960	55099	+
LINF_000022700	coding	hypothetical protein	LinJ03_20070420_V3	56191	57132	+
LINF_000022800	coding	long-chain-fatty-acid-CoA ligase, putative	LinJ03_20070420_V3	58066	60180	+
LINF_000022900	coding	hypothetical protein	LinJ03_20070420_V3	63323	63787	+
LINF_000023000	coding	Ribosomal L38e protein family, putative	LinJ03_20070420_V3	64405	64656	+
LINF_000023100	coding	hypothetical protein	LinJ03_20070420_V3	65965	66873	+
LINF_000023200	coding	FYVE zinc finger/Apolipoprotein A1/A4/E domain containing protein, putative	LinJ03_20070420_V3	68044	74475	+
LINF_000023300	coding	hypothetical protein	LinJ03_20070420_V3	75344	78349	+
LINF_000023400	coding	hypothetical protein	LinJ03_20070420_V3	79312	79584	+
LINF_000023500	coding	hypothetical protein	LinJ03_20070420_V3	79682	79999	+
LINF_000023600	coding	hypothetical protein	LinJ03_20070420_V3	84791	90463	+
LINF_000023700	coding	hypothetical protein	LinJ03_20070420_V3	90580	91008	+
LINF_000023800	coding	hypothetical protein, conserved	LinJ03_20070420_V3	92020	95151	+
LINF_000023900	coding	DDRGK domain containing protein, putative	LinJ03_20070420_V3	99137	100165	+
LINF_000024000	coding	Protein tyrosine kinase/Protein kinase domain containing protein, putative	LinJ03_20070420_V3	101321	105862	+
LINF_000024100	coding	hypothetical protein	LinJ03_20070420_V3	110016	114971	+
LINF_000024200	coding	GPR1/FUN34/yaaH family, putative	LinJ03_20070420_V3	118603	119535	+
LINF_000024300	coding	GPR1/FUN34/yaaH family, putative	LinJ03_20070420_V3	121983	123095	+
LINF_000024400	coding	GPR1/FUN34/yaaH family, putative	LinJ03_20070420_V3	127887	128798	+
LINF_000024500	coding	Major Facilitator Superfamily/Organic Anion Transporter Polypeptide (OATP) family, putative	LinJ03_20070420_V3	131897	133939	+
LINF_000024600	coding	hypothetical protein	LinJ03_20070420_V3	137056	142071	+
LINF_000024700	coding	hypothetical protein, conserved	LinJ03_20070420_V3	143086	143424	+
LINF_000024800	coding	60s Acidic ribosomal protein, putative	LinJ03_20070420_V3	144326	144661	+
LINF_000024900	coding	TLD, putative	LinJ03_20070420_V3	145532	150607	+
LINF_000025000	coding	hypothetical protein	LinJ03_20070420_V3	162217	162492	+
LINF_000025100	coding	hypothetical protein	LinJ03_20070420_V3	165027	167900	+
LINF_000025200	coding	hypothetical protein	LinJ03_20070420_V3	174099	177617	+
LINF_000025300	coding	Phosphate transporter family, putative	LinJ03_20070420_V3	178622	180340	+
LINF_000025400	coding	hypothetical protein	LinJ03_20070420_V3	183521	191149	+
LINF_000025500	coding	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative	LinJ03_20070420_V3	191876	194449	+
LINF_000025600	coding	hypothetical protein	LinJ03_20070420_V3	196052	202513	+
LINF_000025700	coding	AAA domain (dynein-related subfamily)/Holliday junction DNA helicase ruvB N-terminus/AAA domain (Cdc48 subfamily)/ATPase family associated with various cellular activities (AAA), putative	LinJ03_20070420_V3	204173	205363	+
LINF_000025800	coding	hypothetical protein	LinJ03_20070420_V3	206763	210980	+
LINF_000025900	coding	hypothetical protein	LinJ03_20070420_V3	212453	214603	+
LINF_000026000:pseudogene	pseudogene	Alcohol dehydrogenase GroES-like domain containing protein, putative	LinJ03_20070420_V3	217364	217945	+
LINF_000026100	coding	Zinc-binding dehydrogenase, putative	LinJ03_20070420_V3	218080	218361	+
LINF_000026200	coding	hypothetical protein	LinJ03_20070420_V3	218774	219310	+
LINF_000026300	coding	DEAD_2/Helicase C-terminal domain containing protein, putative	LinJ03_20070420_V3	220898	225214	+
LINF_000026400	coding	Methyltransferase domain containing protein, putative	LinJ03_20070420_V3	225867	227084	+
LINF_000026500	coding	hypothetical protein, conserved	LinJ03_20070420_V3	230048	232075	+
LINF_000026600	coding	hypothetical protein	LinJ03_20070420_V3	232245	232715	+
LINF_000026700	coding	hypothetical protein	LinJ03_20070420_V3	233701	234687	+
LINF_000026800	coding	hypothetical protein	LinJ03_20070420_V3	235429	237255	+
LINF_000026900	coding	hypothetical protein, conserved	LinJ03_20070420_V3	239697	242366	+
LINF_000027000	coding	hypothetical protein, conserved	LinJ03_20070420_V3	243972	246344	+
LINF_000027100	coding	hypothetical protein	LinJ03_20070420_V3	247348	249048	+
LINF_000027200	coding	Uroporphyrinogen-III synthase HemD, putative	LinJ03_20070420_V3	259370	260230	+
LINF_000027300	non_coding	tRNA	LinJ03_20070420_V3	261637	261709	+
LINF_000027400	coding	DEAD/DEAH box helicase/Type III restriction enzyme, res subunit, putative	LinJ03_20070420_V3	262492	269124	-
LINF_000027500	coding	hypothetical protein	LinJ03_20070420_V3	269938	278619	-
LINF_000027600	coding	Aminoacyl-tRNA editing domain containing protein, putative	LinJ03_20070420_V3	279510	280196	-
LINF_000027700	coding	hypothetical protein	LinJ03_20070420_V3	280757	284059	-
LINF_000027800	coding	hypothetical protein	LinJ03_20070420_V3	285509	286723	-
LINF_000027900	coding	Cytochrome C oxidase copper chaperone (COX17), putative	LinJ03_20070420_V3	287640	287894	-
LINF_000028000	coding	TatD related DNase, putative	LinJ03_20070420_V3	288632	290782	-
LINF_000028100	coding	hypothetical protein	LinJ03_20070420_V3	291601	292554	-
LINF_000028200	coding	Ubiquitin-like domain containing protein, putative	LinJ03_20070420_V3	293309	294955	-
LINF_000028300	coding	Protein kinase domain containing protein, putative	LinJ03_20070420_V3	295736	301834	-
LINF_000028400	coding	hypothetical protein	LinJ03_20070420_V3	301940	302731	-
LINF_000028500	coding	Protein kinase domain/Protein tyrosine kinase, putative	LinJ03_20070420_V3	302926	305160	-
LINF_000028600	coding	hypothetical protein	LinJ03_20070420_V3	306671	307978	-
LINF_000028700	coding	Ankyrin repeats (3 copies)/Ankyrin repeats (many copies)/Ankyrin repeat/6-phosphofructo-2-kinase, putative	LinJ03_20070420_V3	308840	316021	-
LINF_000028800	coding	hypothetical protein	LinJ03_20070420_V3	317345	320626	-
LINF_000028900	coding	hypothetical protein	LinJ03_20070420_V3	333436	340548	-
LINF_000029000	coding	hypothetical protein	LinJ03_20070420_V3	341572	346155	-
LINF_000029100	coding	hypothetical protein, conserved	LinJ03_20070420_V3	346862	350089	-
LINF_000029200	coding	hypothetical protein	LinJ03_20070420_V3	350172	351023	-
LINF_000029300	coding	hypothetical protein	LinJ03_20070420_V3	351977	353593	-
LINF_000029400	coding	hypothetical protein	LinJ03_20070420_V3	353722	357969	-
LINF_000029500	coding	NLI interacting factor-like phosphatase, putative	LinJ03_20070420_V3	358740	360959	-
LINF_000029600	coding	Brix domain containing protein, putative	LinJ03_20070420_V3	362999	364141	-
LINF_000029700	coding	Inorganic pyrophosphatase, putative	LinJ03_20070420_V3	365301	366092	-
LINF_000029800	coding	Amidohydrolase family, putative	LinJ03_20070420_V3	368543	370636	-
LINF_000029900	coding	hypothetical protein	LinJ03_20070420_V3	371233	372219	-
LINF_000030000	coding	Multicopper oxidase, putative	LinJ03_20070420_V3	373705	375612	-
LINF_000030100	coding	hypothetical protein	LinJ03_20070420_V3	376240	376554	-
LINF_000030200	coding	MORN repeat, putative	LinJ03_20070420_V3	377098	378075	-
LINF_000030300	coding	S1 RNA binding domain/Eukaryotic translation initiation factor 2 alpha subunit, putative	LinJ03_20070420_V3	378810	380051	-
LINF_000030400	coding	CDP-alcohol phosphatidyltransferase, putative	LinJ03_20070420_V3	382841	384523	+
LINF_000030500	coding	Cation transporter/ATPase, N-terminus/E1-E2 ATPase/haloacid dehalogenase-like hydrolase/Cation transport ATPase (P-type), putative	LinJ04_20070420_V3	6249	8567	+
LINF_000030600	coding	Cation transporting ATPase, C-terminus, putative	LinJ04_20070420_V3	8698	9318	+
LINF_000030700	coding	BT1 family, putative	LinJ04_20070420_V3	11423	12310	+
LINF_000030800	coding	hypothetical protein	LinJ04_20070420_V3	23580	24083	+
LINF_000030900	coding	hypothetical protein	LinJ04_20070420_V3	25223	26812	+
LINF_000031000	coding	C-terminal topoisomerase domain containing protein, putative	LinJ04_20070420_V3	28925	29713	+
LINF_000031100	coding	hypothetical protein	LinJ04_20070420_V3	32077	32553	+
LINF_000031200	coding	hypothetical protein	LinJ04_20070420_V3	43257	44300	+
LINF_000031300	coding	KH domain containing protein, putative	LinJ04_20070420_V3	45056	45958	+
LINF_000031400	coding	hypothetical protein	LinJ04_20070420_V3	46922	47398	+
LINF_000031500	coding	hypothetical protein	LinJ04_20070420_V3	48361	49671	+
LINF_000031600	coding	hypothetical protein	LinJ04_20070420_V3	50165	51751	+
LINF_000031700	coding	hypothetical protein, conserved	LinJ04_20070420_V3	53809	55323	+
LINF_000031800	coding	hypothetical protein, conserved	LinJ04_20070420_V3	59472	60020	+
LINF_000031900	coding	hypothetical protein, conserved	LinJ04_20070420_V3	62043	62915	+
LINF_000032000	coding	hypothetical protein, conserved	LinJ04_20070420_V3	65943	67007	+
LINF_000032100	coding	hypothetical protein	LinJ04_20070420_V3	68799	69575	+
LINF_000032200	coding	RNA pseudouridylate synthase, putative	LinJ04_20070420_V3	73833	78239	+
LINF_000032300	coding	hypothetical protein	LinJ04_20070420_V3	78906	79712	+
LINF_000032400	coding	Mitochondrial 39-S ribosomal protein L47 (MRP-L47), putative	LinJ04_20070420_V3	80357	81799	+
LINF_000032500	coding	Adenosine/AMP deaminase, putative	LinJ04_20070420_V3	82319	88249	+
LINF_000032600	coding	Alcohol dehydrogenase GroES-like domain containing protein, putative	LinJ04_20070420_V3	89670	91016	+
LINF_000032700	coding	hypothetical protein	LinJ04_20070420_V3	92439	93413	+
LINF_000032800	coding	Glycosyl hydrolases family 32 N-terminal domain containing protein, putative	LinJ04_20070420_V3	94051	95982	+
LINF_000032900	coding	Glycosyl hydrolases family 32 N-terminal domain/PAN domain containing protein, putative	LinJ04_20070420_V3	97408	98865	+
LINF_000033000	coding	RNB domain containing protein, putative	LinJ04_20070420_V3	100068	102632	+
LINF_000033100	coding	hypothetical protein	LinJ04_20070420_V3	105788	112156	+
LINF_000033200	coding	hypothetical protein	LinJ04_20070420_V3	113168	113740	+
LINF_000033300	coding	Phytanoyl-CoA dioxygenase (PhyH), putative	LinJ04_20070420_V3	114818	115879	+
LINF_000033400	coding	hypothetical protein	LinJ04_20070420_V3	125164	125937	-
LINF_000033500	coding	Anaphase-promoting complex, subunit 10 (APC10), putative	LinJ04_20070420_V3	129765	130787	-
LINF_000033600	coding	hypothetical protein	LinJ04_20070420_V3	132275	135289	-
LINF_000033700	coding	Tetratricopeptide repeat, putative	LinJ04_20070420_V3	137923	139008	-
LINF_000033800	coding	hypothetical protein	LinJ04_20070420_V3	140335	152697	-
LINF_000033900	coding	Protein kinase domain/Protein tyrosine kinase, putative	LinJ04_20070420_V3	156273	160292	-
